dna_extraction_id,bio_sample_id,DNA_plate_number,plate_position,DNA_ext_date,DNA_conc_plate,DNA_conc_plate_dilutedx10,DNA_conc_individual,speedvac_DNA_conc_individual,days_between_DNA_x
DX__R-280622-w-F9__2.0__5E__2023-02-08,R-280622-w-F9,2.0,5E,2023-02-08,0.6981888566293377,,,,19.0
DX__R-280622-w-F8__2.0__5D__2023-02-08,R-280622-w-F8,2.0,5D,2023-02-08,0.3753629199502281,,,,19.0
DX__R-280622-w-F7__2.0__5C__2023-02-08,R-280622-w-F7,2.0,5C,2023-02-08,0.0457970413383105,,,,19.0
DX__R-280622-w-F6__2.0__5B__2023-02-08,R-280622-w-F6,2.0,5B,2023-02-08,0.1073206138531729,,,,19.0
DX__R-280622-w-F5__2.0__5A__2023-02-08,R-280622-w-F5,2.0,5A,2023-02-08,0.0133070648416977,,,,19.0
DX__R-280622-w-F4__2.0__4H__2023-02-08,R-280622-w-F4,2.0,4H,2023-02-08,0.1227015069818885,,,,19.0
DX__R-280622-w-F3__2.0__4G__2023-02-08,R-280622-w-F3,2.0,4G,2023-02-08,0.5511198672749896,,,,19.0
DX__R-280622-w-F2__2.0__4F__2023-02-08,R-280622-w-F2,2.0,4F,2023-02-08,0.2120489423475736,,,,19.0
DX__R-070722-w-H13__2.0__12A__2023-02-10,R-070722-w-H13,2.0,12A,2023-02-10,0.0160721692243882,,,,1.0
DX__R-070722-w-H14__2.0__12B__2023-02-10,R-070722-w-H14,2.0,12B,2023-02-10,0.9842043412138808,,,,1.0
DX__R-070722-w-H15__2.0__12C__2023-02-10,R-070722-w-H15,2.0,12C,2023-02-10,1.403636112263238,,,,1.0
DX__R-070722-w-H16__2.0__12D__2023-02-10,R-070722-w-H16,2.0,12D,2023-02-10,0.2834231992257707,,,,1.0
DX__R-210622-w-E4__2.0__1H__2023-01-19,R-210622-w-E4,2.0,1H,2023-01-19,0.2785842665560625,,,,0.0
DX__R-170622-w-D21__2.0__1A__2023-01-11,R-170622-w-D21,2.0,1A,2023-01-11,0.1194179455274436,,,,2.0
DX__R-170622-w-D22__2.0__1B__2023-01-11,R-170622-w-D22,2.0,1B,2023-01-11,0.4209871422646205,,,,2.0
DX__R-170622-w-D23__2.0__1C__2023-01-11,R-170622-w-D23,2.0,1C,2023-01-11,0.2137771325867551,,,,2.0
DX__R-210622-w-E3__2.0__1G__2023-01-19,R-210622-w-E3,2.0,1G,2023-01-19,0.1474146274021844,,,,0.0
DX__R-210622-w-E1__2.0__1E__2023-01-19,R-210622-w-E1,2.0,1E,2023-01-19,0.0715470759021153,,,,0.0
DX__R-170622-w-D24__2.0__1D__2023-01-11,R-170622-w-D24,2.0,1D,2023-01-11,1.69068851099129,,,,2.0
DX__A-230622-w-21-3__9.0__7C__2023-08-03,A-230622-w-21-3,9.0,7C,2023-08-03,0.0697235379599554,,,,2.0
DX__A-230622-w-21-2__9.0__7B__2023-08-03,A-230622-w-21-2,9.0,7B,2023-08-03,0.0561050618298615,,,,2.0
DX__A-230622-w-21-1__9.0__7A__2023-08-03,A-230622-w-21-1,9.0,7A,2023-08-03,0.0339910684575349,,,,2.0
DX__A-230622-w-20-7__9.0__6H__2023-08-03,A-230622-w-20-7,9.0,6H,2023-08-03,0.0526717569274126,,,,2.0
DX__A-230622-w-20-6__9.0__6G__2023-08-03,A-230622-w-20-6,9.0,6G,2023-08-03,0.221560659815506,,,,2.0
DX__A-230622-w-20-5__9.0__6F__2023-08-03,A-230622-w-20-5,9.0,6F,2023-08-03,0.0604248163598103,,,,2.0
DX__A-230622-w-20-4__9.0__6E__2023-08-03,A-230622-w-20-4,9.0,6E,2023-08-03,0.2258646652403977,,,,2.0
DX__A-230622-w-20-3__9.0__6D__2023-08-03,A-230622-w-20-3,9.0,6D,2023-08-03,0.075505709388064,,,,2.0
DX__A-230622-w-20-2__9.0__6C__2023-08-08,A-230622-w-20-2,9.0,6C,2023-08-08,0.0644430880215231,,,,1.0
DX__A-230622-w-20-1__9.0__6B__2023-08-03,A-230622-w-20-1,9.0,6B,2023-08-03,0.2978628239450293,,,,2.0
DX__A-230622-w-19-7__9.0__6A__2023-08-03,A-230622-w-19-7,9.0,6A,2023-08-03,0.1801517628760745,,,,2.0
DX__A-230622-w-19-6__9.0__5H__2023-08-03,A-230622-w-19-6,9.0,5H,2023-08-03,0.0663824778156981,,,,2.0
DX__A-230622-w-19-5__9.0__5G__2023-08-03,A-230622-w-19-5,9.0,5G,2023-08-03,0.0660494967373479,,,,2.0
DX__A-230622-w-21-4__9.0__7D__2023-08-03,A-230622-w-21-4,9.0,7D,2023-08-03,0.0842217141010962,,,,2.0
DX__A-230622-w-21-5__9.0__7E__2023-08-03,A-230622-w-21-5,9.0,7E,2023-08-03,0.079260746008108,,,,2.0
DX__A-230622-w-19-4__9.0__5F__2023-08-03,A-230622-w-19-4,9.0,5F,2023-08-03,0.3125679883240634,,,,2.0
DX__A-230622-w-23-7__9.0__9E__2023-08-08,A-230622-w-23-7,9.0,9E,2023-08-08,0.1002475534327761,,,,7.0
DX__A-230622-w-23-6__9.0__9D__2023-08-08,A-230622-w-23-6,9.0,9D,2023-08-08,0.1727631827321412,,,,7.0
DX__A-230622-w-23-5__9.0__9C__2023-08-08,A-230622-w-23-5,9.0,9C,2023-08-08,0.3143161389854021,,,,7.0
DX__A-230622-w-23-4__9.0__9B__2023-08-08,A-230622-w-23-4,9.0,9B,2023-08-08,0.1672014987748321,,,,7.0
DX__A-230622-w-23-3__9.0__9A__2023-08-08,A-230622-w-23-3,9.0,9A,2023-08-08,0.0294260778631254,,,,7.0
DX__A-230622-w-23-2__9.0__8H__2023-08-08,A-230622-w-23-2,9.0,8H,2023-08-08,0.9367792675181232,,,,7.0
DX__A-230623-w-22-1__9.0__8G__2023-08-08,A-230623-w-22-1,9.0,8G,2023-08-08,0.5165391476629341,,,,7.0
DX__A-230622-w-22-6__9.0__8E__2023-08-08,A-230622-w-22-6,9.0,8E,2023-08-08,0.0617589905453622,,,,7.0
DX__A-230622-w-22-5__9.0__8D__2023-08-08,A-230622-w-22-5,9.0,8D,2023-08-08,0.1584854940617999,,,,7.0
DX__A-230622-w-22-4__9.0__8C__2023-08-08,A-230622-w-22-4,9.0,8C,2023-08-08,0.0101109254466614,,,,7.0
DX__A-230622-w-22-3__9.0__8B__2023-08-08,A-230622-w-22-3,9.0,8B,2023-08-08,0.0550116239644682,,,,7.0
DX__A-230622-w-22-2__9.0__8A__2023-08-08,A-230622-w-22-2,9.0,8A,2023-08-08,0.1874750967276284,,,,7.0
DX__A-230622-w-22-7__9.0__8F__2023-08-08,A-230622-w-22-7,9.0,8F,2023-08-08,0.2244337465523521,,,,7.0
DX__A-230622-w-21-7__9.0__7G__2023-08-08,A-230622-w-21-7,9.0,7G,2023-08-08,0.0099264359302782,,,,7.0
DX__A-230622-w-19-2__9.0__5D__2023-08-03,A-230622-w-19-2,9.0,5D,2023-08-03,0.1233222422135862,,,,2.0
DX__A-230622-w-19-1__9.0__5C__2023-08-03,A-230622-w-19-1,9.0,5C,2023-08-03,0.0253718082469963,,,,2.0
DX__A-230622-w-16-1__9.0__2F__2023-08-02,A-230622-w-16-1,9.0,2F,2023-08-02,0.2733684658369288,,,,6.0
DX__A-230622-w-15-7__9.0__2E__2023-08-02,A-230622-w-15-7,9.0,2E,2023-08-02,0.412714297510044,,,,6.0
DX__A-230622-w-15-6__9.0__2D__2023-08-02,A-230622-w-15-6,9.0,2D,2023-08-02,0.1542017374862673,,,,6.0
DX__A-230622-w-15-5__9.0__2C__2023-08-02,A-230622-w-15-5,9.0,2C,2023-08-02,0.1826716196852114,,,,6.0
DX__A-230622-w-15-4__9.0__2B__2023-08-02,A-230622-w-15-4,9.0,2B,2023-08-02,0.336169147188211,,,,6.0
DX__A-230622-w-15-3__9.0__2A__2023-08-02,A-230622-w-15-3,9.0,2A,2023-08-02,0.0782888012388696,,,,6.0
DX__A-230622-w-16-2__9.0__2G__2023-08-02,A-230622-w-16-2,9.0,2G,2023-08-02,0.8605940967404527,,,,6.0
DX__A-230622-w-15-2__9.0__1H__2023-08-02,A-230622-w-15-2,9.0,1H,2023-08-02,0.2238690286424474,,,,6.0
DX__A-230622-w-14-7__9.0__1F__2023-07-31,A-230622-w-14-7,9.0,1F,2023-07-31,0.250937240491309,,,,4.0
DX__A-230622-w-14-6__9.0__1E__2023-07-31,A-230622-w-14-6,9.0,1E,2023-07-31,0.1296601320629955,,,,4.0
DX__A-230622-w-14-5__9.0__1D__2023-07-31,A-230622-w-14-5,9.0,1D,2023-07-31,0.0918172824829229,,,,4.0
DX__A-230622-w-14-4__9.0__1C__2023-07-31,A-230622-w-14-4,9.0,1C,2023-07-31,0.0764866536459065,,,,4.0
DX__A-230622-w-14-3__9.0__1B__2023-07-31,A-230622-w-14-3,9.0,1B,2023-07-31,0.0305487640664819,,,,4.0
DX__A-230622-w-14-2__9.0__c__2023-07-31,A-230622-w-14-2,9.0,c,2023-07-31,1.5440062618441708,,,,4.0
DX__A-230622-w-15-1__9.0__1G__2023-08-02,A-230622-w-15-1,9.0,1G,2023-08-02,0.2169709206274353,,,,6.0
DX__A-230622-w-16-3__9.0__2H__2023-08-02,A-230622-w-16-3,9.0,2H,2023-08-02,0.4670149618747914,,,,6.0
DX__A-230622-w-16-4__9.0__3A__2023-08-02,A-230622-w-16-4,9.0,3A,2023-08-02,0.2843635910389392,,,,6.0
DX__A-230622-w-16-5__9.0__3B__2023-08-02,A-230622-w-16-5,9.0,3B,2023-08-02,1.0626348657737523,,,,6.0
DX__A-230622-w-18-7__9.0__5B__2023-08-03,A-230622-w-18-7,9.0,5B,2023-08-03,0.1961776022077545,,,,2.0
DX__A-230622-w-18-5__9.0__4H__2023-08-03,A-230622-w-18-5,9.0,4H,2023-08-03,0.0122393045015217,,,,2.0
DX__A-230622-w-18-4__9.0__4G__2023-08-03,A-230622-w-18-4,9.0,4G,2023-08-03,0.2427837038160306,,,,2.0
DX__A-230622-w-18-3__9.0__4F__2023-08-02,A-230622-w-18-3,9.0,4F,2023-08-02,0.0592796314349437,,,,1.0
DX__A-230622-w-18-2__9.0__4E__2023-08-02,A-230622-w-18-2,9.0,4E,2023-08-02,0.3027202979190707,,,,6.0
DX__A-230622-w-18-1__9.0__4D__2023-08-02,A-230622-w-18-1,9.0,4D,2023-08-02,0.101127253443823,,,,6.0
DX__A-230622-w-17-7__9.0__4C__2023-08-02,A-230622-w-17-7,9.0,4C,2023-08-02,0.1165343779339739,,,,6.0
DX__A-230622-w-17-6__9.0__4B__2023-08-02,A-230622-w-17-6,9.0,4B,2023-08-02,0.5213043768787838,,,,6.0
DX__A-230622-w-17-5__9.0__4A__2023-08-02,A-230622-w-17-5,9.0,4A,2023-08-02,0.3111618182296791,,,,6.0
DX__A-230622-w-17-4__9.0__3H__2023-08-02,A-230622-w-17-4,9.0,3H,2023-08-02,0.3221254452215752,,,,6.0
DX__A-230622-w-17-3__9.0__3G__2023-08-02,A-230622-w-17-3,9.0,3G,2023-08-02,0.2535875898852048,,,,6.0
DX__A-230622-w-17-2__9.0__3F__2023-08-02,A-230622-w-17-2,9.0,3F,2023-08-02,0.3321373762935921,,,,6.0
DX__A-230622-w-17-1__9.0__3E__2023-08-02,A-230622-w-17-1,9.0,3E,2023-08-02,0.105923980869787,,,,6.0
DX__A-230622-w-16-7__9.0__3D__2023-08-02,A-230622-w-16-7,9.0,3D,2023-08-02,0.2067070038745048,,,,6.0
DX__A-230622-w-16-6__9.0__3C__2023-08-02,A-230622-w-16-6,9.0,3C,2023-08-02,0.5482240971656785,,,,6.0
DX__A-230622-w-19-3__9.0__5E__2023-08-03,A-230622-w-19-3,9.0,5E,2023-08-03,0.0740522919785083,,,,2.0
DX__A-230622-w-18-6__9.0__5A__2023-08-03,A-230622-w-18-6,9.0,5A,2023-08-03,0.260967170540534,,,,2.0
DX__A-230622-w-21-6__9.0__7F__2023-08-03,A-230622-w-21-6,9.0,7F,2023-08-03,0.1694018737385248,,,,2.0
DX__R-210622-w-3-2__12.0__2H__2023-03-09,R-210622-w-3-2,12.0,2H,2023-03-09,0.067325242069897,,,,3.0
DX__R-210622-w-3-3__12.0__3A__2023-03-09,R-210622-w-3-3,12.0,3A,2023-03-09,0.0317053313681847,,,,3.0
DX__R-210622-w-3-4__12.0__3B__2023-03-09,R-210622-w-3-4,12.0,3B,2023-03-09,0.5639139506219253,,,,3.0
DX__R-210622-w-3-5__12.0__3C__2023-03-09,R-210622-w-3-5,12.0,3C,2023-03-09,0.0210002419265252,,,,3.0
DX__R-210622-w-3-6__12.0__3D__2023-03-09,R-210622-w-3-6,12.0,3D,2023-03-09,0.2932578539566669,,,,3.0
DX__R-210622-w-3-7__12.0__3E__2023-03-09,R-210622-w-3-7,12.0,3E,2023-03-09,0.5153183670235667,,,,3.0
DX__R-210622-w-4-1__12.0__3F__2023-03-09,R-210622-w-4-1,12.0,3F,2023-03-09,0.0840434482197585,,,,3.0
DX__R-210622-w-4-2__12.0__3G__2023-03-09,R-210622-w-4-2,12.0,3G,2023-03-09,0.0133495014168313,,,,3.0
DX__R-210622-w-4-3__12.0__3H__2023-03-09,R-210622-w-4-3,12.0,3H,2023-03-09,0.0502650677850936,,,,3.0
DX__R-210622-w-4-4__12.0__4A__2023-03-09,R-210622-w-4-4,12.0,4A,2023-03-09,0.235556572255849,,,,3.0
DX__R-210622-w-4-5__12.0__4B__2023-03-09,R-210622-w-4-5,12.0,4B,2023-03-09,0.0625291920779789,,,,3.0
DX__R-210622-w-3-1__12.0__2G__2023-03-09,R-210622-w-3-1,12.0,2G,2023-03-09,0.0584276984843589,,,,3.0
DX__R-210622-w-4-6__12.0__4C__2023-03-09,R-210622-w-4-6,12.0,4C,2023-03-09,0.0095050149308385,,,,3.0
DX__R-210622-w-5-1__12.0__4E__2023-03-09,R-210622-w-5-1,12.0,4E,2023-03-09,0.0593112931684324,,,,3.0
DX__R-210622-w-5-2__12.0__4F__2023-03-13,R-210622-w-5-2,12.0,4F,2023-03-13,0.9895771935715938,,,,7.0
DX__R-210622-w-5-3__12.0__4G__2023-03-13,R-210622-w-5-3,12.0,4G,2023-03-13,0.2135729064381555,,,,7.0
DX__R-210622-w-5-4__12.0__4H__2023-03-13,R-210622-w-5-4,12.0,4H,2023-03-13,0.0207326146904837,,,,7.0
DX__R-210622-w-5-5__12.0__5A__2023-03-13,R-210622-w-5-5,12.0,5A,2023-03-13,0.148945176985502,,,,7.0
DX__R-210622-w-5-6__12.0__5B__2023-03-13,R-210622-w-5-6,12.0,5B,2023-03-13,0.0275528611581759,,,,7.0
DX__R-210622-w-5-7__12.0__5C__2023-03-13,R-210622-w-5-7,12.0,5C,2023-03-13,0.0342881465985534,,,,7.0
DX__R-210622-w-6-1__12.0__5D__2023-03-13,R-210622-w-6-1,12.0,5D,2023-03-13,0.0347533082231017,,,,7.0
DX__R-210622-w-6-2__12.0__5E__2023-03-13,R-210622-w-6-2,12.0,5E,2023-03-13,0.0147449862904762,,,,7.0
DX__R-210622-w-6-3__12.0__5F__2023-03-13,R-210622-w-6-3,12.0,5F,2023-03-13,0.6631866629878542,,,,7.0
DX__R-210622-w-6-4__12.0__5G__2023-03-13,R-210622-w-6-4,12.0,5G,2023-03-13,0.0207347387161666,,,,7.0
DX__R-210622-w-4-7__12.0__4D__2023-03-09,R-210622-w-4-7,12.0,4D,2023-03-09,0.4532755768269648,,,,3.0
DX__R-210622-w-6-5__12.0__5H__2023-03-13,R-210622-w-6-5,12.0,5H,2023-03-13,0.0859826836682178,,,,7.0
DX__R-210622-w-2-7__12.0__2F__2023-03-09,R-210622-w-2-7,12.0,2F,2023-03-09,0.1770247965130295,,,,3.0
DX__R-210622-w-2-5__12.0__2D__2023-03-09,R-210622-w-2-5,12.0,2D,2023-03-09,0.243872132804281,,,,3.0
DX__L-230622-w-12-5__10.0__11B__2023-07-14,L-230622-w-12-5,10.0,11B,2023-07-14,0.022,,,,11.0
DX__L-230622-w-12-6__10.0__11C__2023-07-14,L-230622-w-12-6,10.0,11C,2023-07-14,0.008,,,,11.0
DX__L-230622-w-12-7__10.0__11D__2023-07-14,L-230622-w-12-7,10.0,11D,2023-07-14,0.02,,,,11.0
DX__L-230622-w-13-1__10.0__11E__2023-07-14,L-230622-w-13-1,10.0,11E,2023-07-14,0.022,,,,11.0
DX__L-230622-w-13-2__10.0__11F__2023-07-14,L-230622-w-13-2,10.0,11F,2023-07-14,0.262,,,,11.0
DX__L-230622-w-13-3__10.0__11G__2023-07-14,L-230622-w-13-3,10.0,11G,2023-07-14,0.015,,,,11.0
DX__L-230622-w-13-4__10.0__11H__2023-07-14,L-230622-w-13-4,10.0,11H,2023-07-14,0.034,,,,11.0
DX__L-230622-w-13-5__10.0__12A__2023-07-14,L-230622-w-13-5,10.0,12A,2023-07-14,0.133,,,,11.0
DX__L-230622-w-13-6__10.0__12B__2023-07-14,L-230622-w-13-6,10.0,12B,2023-07-14,0.035,,,,11.0
DX__L-230622-w-13-7__10.0__12C__2023-07-14,L-230622-w-13-7,10.0,12C,2023-07-14,0.006,,,,11.0
DX__L-230622-w-14-1__10.0__12D__2023-07-14,L-230622-w-14-1,10.0,12D,2023-07-14,0.04,,,,11.0
DX__R-210622-w-1-1__12.0__1A__2023-07-17,R-210622-w-1-1,12.0,1A,2023-07-17,0.0973101126349579,,,,137.0
DX__R-210622-w-1-2__12.0__1B__2023-03-08,R-210622-w-1-2,12.0,1B,2023-03-08,0.0115908081514158,,,,6.0
DX__R-210622-w-1-3__12.0__1C__2023-03-08,R-210622-w-1-3,12.0,1C,2023-03-08,0.0531856030990384,,,,6.0
DX__R-210622-w-1-4__12.0__1D__2023-03-08,R-210622-w-1-4,12.0,1D,2023-03-08,0.1458398514371476,,,,6.0
DX__R-210622-w-1-5__12.0__1E__2023-03-08,R-210622-w-1-5,12.0,1E,2023-03-08,0.0038126261007497,,,,6.0
DX__R-210622-w-1-6__12.0__1F__2023-03-09,R-210622-w-1-6,12.0,1F,2023-03-09,0.0124680307584407,,,,7.0
DX__R-210622-w-1-7__12.0__1G__2023-03-09,R-210622-w-1-7,12.0,1G,2023-03-09,0.1611519525849498,,,,7.0
DX__R-210622-w-2-1__12.0__1H__2023-03-09,R-210622-w-2-1,12.0,1H,2023-03-09,0.085638591507593,,,,3.0
DX__R-210622-w-2-2__12.0__2A__2023-03-09,R-210622-w-2-2,12.0,2A,2023-03-09,0.1017195899525938,,,,3.0
DX__R-210622-w-2-3__12.0__2B__2023-03-09,R-210622-w-2-3,12.0,2B,2023-03-09,0.4704801848582032,,,,3.0
DX__R-210622-w-2-4__12.0__2C__2023-03-09,R-210622-w-2-4,12.0,2C,2023-03-09,0.2549128183038338,,,,3.0
DX__R-210622-w-7-2__12.0__6D__2023-03-13,R-210622-w-7-2,12.0,6D,2023-03-13,0.0580113894505166,,,,7.0
DX__R-210622-w-7-3__12.0__6E__2023-03-13,R-210622-w-7-3,12.0,6E,2023-03-13,0.5593536674808057,,,,7.0
DX__R-210622-w-7-4__12.0__6F__2023-03-13,R-210622-w-7-4,12.0,6F,2023-03-13,0.3375267972390215,,,,7.0
DX__L-230622-w-2-1__10.0__11H__2023-07-14,L-230622-w-2-1,10.0,11H,2023-07-14,0.027,,,,1.0
DX__L-230622-w-16-2__11.0__12A__2023-07-17,L-230622-w-16-2,11.0,12A,2023-07-17,0.121,,,,14.0
DX__R-210622-w-7-5__12.0__6G__2023-03-13,R-210622-w-7-5,12.0,6G,2023-03-13,0.0382706947539326,,,,7.0
DX__R-210622-w-8-3__12.0__7D__2023-03-13,R-210622-w-8-3,12.0,7D,2023-03-13,0.1252452984160503,,,,7.0
DX__R-210622-w-8-4__12.0__7E__2023-03-13,R-210622-w-8-4,12.0,7E,2023-03-13,0.3633974300563652,,,,7.0
DX__R-210622-w-8-5__12.0__7F__2023-03-23,R-210622-w-8-5,12.0,7F,2023-03-23,0.1102942816343358,,,,14.0
DX__R-210622-w-8-6__12.0__7G__2023-03-23,R-210622-w-8-6,12.0,7G,2023-03-23,0.0351292607689695,,,,14.0
DX__R-210622-w-9-4__12.0__8D__2023-03-23,R-210622-w-9-4,12.0,8D,2023-03-23,0.3057853574342279,,,,14.0
DX__R-210622-w-9-5__12.0__8E__2023-03-23,R-210622-w-9-5,12.0,8E,2023-03-23,0.2126149708551815,,,,14.0
DX__R-210622-w-9-6__12.0__8F__2023-03-23,R-210622-w-9-6,12.0,8F,2023-03-23,0.0659701136842266,,,,14.0
DX__R-210622-w-9-7__12.0__8G__2023-03-23,R-210622-w-9-7,12.0,8G,2023-03-23,0.0455645989489046,,,,14.0
DX__R-210622-w-10-5__12.0__9D__2023-03-23,R-210622-w-10-5,12.0,9D,2023-03-23,0.2317673104376109,,,,14.0
DX__R-210622-w-10-6__12.0__9E__2023-03-23,R-210622-w-10-6,12.0,9E,2023-03-23,0.1198651413613432,,,,14.0
DX__R-210622-w-10-7__12.0__9F__2023-03-23,R-210622-w-10-7,12.0,9F,2023-03-23,0.5842026439446896,,,,14.0
DX__R-210622-w-11-1__12.0__9G__2023-03-23,R-210622-w-11-1,12.0,9G,2023-03-23,0.0494494419228719,,,,14.0
DX__R-210622-w-12-4__12.0__11A__2023-03-23,R-210622-w-12-4,12.0,11A,2023-03-23,0.107405606705634,,,,14.0
DX__R-210622-w-12-5__12.0__11B__2023-03-23,R-210622-w-12-5,12.0,11B,2023-03-23,0.1609204337855171,,,,14.0
DX__R-210622-w-12-6__12.0__11C__2023-03-23,R-210622-w-12-6,12.0,11C,2023-03-23,0.2081715091266197,,,,14.0
DX__R-210622-w-12-7__12.0__11D__2023-03-23,R-210622-w-12-7,12.0,11D,2023-03-23,0.171506577788936,,,,14.0
DX__R-210622-w-13-1__12.0__11E__2023-03-23,R-210622-w-13-1,12.0,11E,2023-03-23,0.072040579085866,,,,14.0
DX__R-210622-w-13-2__12.0__11F__2023-03-23,R-210622-w-13-2,12.0,11F,2023-03-23,0.4580716268188828,,,,14.0
DX__R-210622-w-13-3__12.0__11G__2023-03-23,R-210622-w-13-3,12.0,11G,2023-03-23,0.0931385261938033,,,,14.0
DX__R-210622-w-13-4__12.0__11H__2023-03-23,R-210622-w-13-4,12.0,11H,2023-03-23,0.0097046733450282,,,,14.0
DX__R-210622-w-13-5__12.0__12A__2023-03-23,R-210622-w-13-5,12.0,12A,2023-03-23,0.1938088474590599,,,,14.0
DX__R-210622-w-13-6__12.0__12B__2023-03-23,R-210622-w-13-6,12.0,12B,2023-03-23,0.3347570677485604,,,,14.0
DX__R-210622-w-13-7__12.0__12C__2023-03-23,R-210622-w-13-7,12.0,12C,2023-03-23,0.0139909571730577,,,,14.0
DX__R-210622-w-14-1__12.0__12D__2023-03-23,R-210622-w-14-1,12.0,12D,2023-03-23,3.158237152140349,,,,14.0
DX__L-230622-w-12-4__10.0__11A__2023-07-14,L-230622-w-12-4,10.0,11A,2023-07-14,0.033,,,,11.0
DX__L-230622-w-12-3__10.0__10H__2023-07-14,L-230622-w-12-3,10.0,10H,2023-07-14,0.05,,,,11.0
DX__R-210622-w-2-6__12.0__2E__2023-03-09,R-210622-w-2-6,12.0,2E,2023-03-09,0.0833403957187288,,,,3.0
DX__L-230622-w-5-1__10.0__4E__2023-07-10,L-230622-w-5-1,10.0,4E,2023-07-10,0.015,,,,24.0
DX__L-230622-w-8-1__10.0__7B__2023-07-13,L-230622-w-8-1,10.0,7B,2023-07-13,0.014,,,,21.0
DX__L-230622-w-8-2__10.0__7C__2023-07-13,L-230622-w-8-2,10.0,7C,2023-07-13,0.002,,,,21.0
DX__L-230622-w-8-3__10.0__7D__2023-07-13,L-230622-w-8-3,10.0,7D,2023-07-13,0.006,,,,21.0
DX__L-230622-w-8-4__10.0__7E__2023-07-13,L-230622-w-8-4,10.0,7E,2023-07-13,0.015,,,,21.0
DX__L-230622-w-8-5__10.0__7F__2023-07-13,L-230622-w-8-5,10.0,7F,2023-07-13,0.076,,,,21.0
DX__L-230622-w-8-6__10.0__7G__2023-07-13,L-230622-w-8-6,10.0,7G,2023-07-13,0.036,,,,21.0
DX__L-230622-w-8-7__10.0__7H__2023-07-13,L-230622-w-8-7,10.0,7H,2023-07-13,0.134,,,,21.0
DX__L-230622-w-9-1__10.0__8A__2023-07-13,L-230622-w-9-1,10.0,8A,2023-07-13,0.024,,,,21.0
DX__L-230622-w-9-2__10.0__8B__2023-07-13,L-230622-w-9-2,10.0,8B,2023-07-13,0.132,,,,21.0
DX__L-230622-w-9-3__10.0__8C__2023-07-13,L-230622-w-9-3,10.0,8C,2023-07-13,0.118,,,,21.0
DX__L-230622-w-9-5__10.0__8E__2023-07-13,L-230622-w-9-5,10.0,8E,2023-07-13,0.005,,,,21.0
DX__L-230622-w-9-6__10.0__8F__2023-07-13,L-230622-w-9-6,10.0,8F,2023-07-13,0.072,,,,21.0
DX__L-230622-w-9-7__10.0__8G__2023-07-13,L-230622-w-9-7,10.0,8G,2023-07-13,0.046,,,,21.0
DX__L-230622-w-10-1__10.0__8H__2023-07-13,L-230622-w-10-1,10.0,8H,2023-07-13,0.04,,,,21.0
DX__L-230622-w-10-2__10.0__9A__2023-07-13,L-230622-w-10-2,10.0,9A,2023-07-13,0.057,,,,21.0
DX__L-230622-w-10-3__10.0__9B__2023-07-13,L-230622-w-10-3,10.0,9B,2023-07-13,0.009,,,,21.0
DX__L-230622-w-10-4__10.0__9C__2023-07-13,L-230622-w-10-4,10.0,9C,2023-07-13,0.026,,,,21.0
DX__L-230622-w-7-7__10.0__7A__2023-07-10,L-230622-w-7-7,10.0,7A,2023-07-10,0.063,,,,18.0
DX__L-230622-w-7-6__10.0__6H__2023-07-10,L-230622-w-7-6,10.0,6H,2023-07-10,0.018,,,,24.0
DX__L-230622-w-7-5__10.0__6G__2023-07-10,L-230622-w-7-5,10.0,6G,2023-07-10,0.166,,,,24.0
DX__L-230622-w-7-4__10.0__6F__2023-07-10,L-230622-w-7-4,10.0,6F,2023-07-10,0.097,,,,24.0
DX__L-230622-w-4-7__10.0__4D__2023-07-10,L-230622-w-4-7,10.0,4D,2023-07-10,0.026,,,,24.0
DX__L-230622-w-12-2__10.0__10G__2023-07-14,L-230622-w-12-2,10.0,10G,2023-07-14,0.045,,,,11.0
DX__L-230622-w-5-2__10.0__4F__2023-07-10,L-230622-w-5-2,10.0,4F,2023-07-10,0.087,,,,24.0
DX__L-230622-w-5-3__10.0__4G__2023-07-10,L-230622-w-5-3,10.0,4G,2023-07-10,0.248,,,,24.0
DX__L-230622-w-5-4__10.0__4H__2023-07-10,L-230622-w-5-4,10.0,4H,2023-07-10,0.033,,,,24.0
DX__L-230622-w-5-5__10.0__5A__2023-07-10,L-230622-w-5-5,10.0,5A,2023-07-10,0.467,,,,24.0
DX__L-230622-w-5-6__10.0__5B__2023-07-10,L-230622-w-5-6,10.0,5B,2023-07-10,0.033,,,,24.0
DX__L-230622-w-5-7__10.0__5C__2023-07-10,L-230622-w-5-7,10.0,5C,2023-07-10,0.056,,,,24.0
DX__L-230622-w-10-5__10.0__9D__2023-07-13,L-230622-w-10-5,10.0,9D,2023-07-13,0.009,,,,21.0
DX__L-230622-w-6-1__10.0__5D__2023-07-10,L-230622-w-6-1,10.0,5D,2023-07-10,0.15,,,,24.0
DX__L-230622-w-6-3__10.0__5F__2023-07-10,L-230622-w-6-3,10.0,5F,2023-07-10,0.042,,,,24.0
DX__L-230622-w-6-4__10.0__5G__2023-07-10,L-230622-w-6-4,10.0,5G,2023-07-10,0.016,,,,24.0
DX__L-230622-w-6-5__10.0__5H__2023-07-10,L-230622-w-6-5,10.0,5H,2023-07-10,0.008,,,,24.0
